responseid	respid	interview_start	interview_end	status	In your current role do you carry out primary research?	published_yesNPG	published_yesnonNPG	published_no	published_nosay	familiar_reproducibility	crisis_yesMedia	crisis_yesJournals	crisis_yesConferences	ciris_yesColleagues	crisis_yesElsewhere	crisis_no	significance_crisis	flagged	proportion_reproducible	field_reproducibility	try_failOwn	try_failElse	published_successElse	published_failElse	nopublish_success	noprublish_fail	job	field
2625	2625	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology
2638	2638	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Chemistry
2645	2645	10/10/2015	10/10/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	I am unsure	80%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Physics
2661	2661	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Materials Science
2667	2667	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Professor	Chemistry
2669	2669	10/10/2015	10/10/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	No	No	Yes	No	No	No	Post-doctoral Fellow	Biology
2670	2670	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	Too much	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Staff Scientist	Chemistry
2672	2672	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	0	0	1	I don't know	I am unsure	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Chemistry
2682	2682	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	I am unsure	70%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	Yes	I can't remember	PhD Student	Chemistry
2689	2689	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...about the same as for other scientific fields on average"""	No	Yes	No	Yes	No	No	PhD Student	Medicine
2696	2696	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Associate professor/Lecturer	Other
2697	2697	10/10/2015	10/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	0	0	0	There is a slight crisis of reproducibility	Too much	80%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	Yes	Yes	Professor	Chemistry
2703	2703	10/10/2015	10/10/2015	complete	Yes	0	0	1	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Student	Biology
2711	2711	11/10/2015	11/10/2015	complete	Yes	0	0	1	0	Fairly familiar	1	1	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	PhD Student	Other
2713	2713	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	1	0	0	0	0	I don't know	I am unsure	90%	I am unsure	No	Yes	Yes	No	No	No	Post-doctoral Fellow	Biology
2733	2733	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Not very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	70%	I am unsure	Yes	Yes	No	No	No	No	PhD Student	Engineering
2735	2735	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	PhD Student	Engineering
2739	2739	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Biology
2740	2740	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	Yes	Yes	PhD Student	Chemistry
2753	2753	11/10/2015	11/10/2015	complete	Yes	0	0	1	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	Yes	No	Student	Biology
2763	2763	11/10/2015	11/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	1	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	Yes	I can't remember	Yes	No	No	No	PhD Student	Biology
2764	2764	11/10/2015	11/10/2015	complete	Yes	0	0	1	0	Somewhat familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Too much	40%	"...better than for other scientific fields on average."""	Yes	No	Yes	Yes	Yes	Yes	Technician/Research Assistant	Biology
2772	2772	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...worse than for other scientific fields on average."""	No	Yes	Yes	No	Yes	No	Medical Professional/Doctor	Medicine
2773	2773	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	I don't know	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Biology
2774	2774	11/10/2015	11/10/2015	complete	Yes	0	0	1	0	Not very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	10%	I am unsure	No	No	No	No	No	No	Student	Biology
2779	2779	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	10%	"...worse than for other scientific fields on average."""	I can't remember	Yes	No	No	No	No	Senior Scientist	Physics
2788	2788	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	70%	I am unsure	I can't remember	Yes	No	No	No	No	PhD Student	Biology
2796	2796	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	PhD Student	Materials Science
2802	2802	11/10/2015	11/10/2015	complete	Yes	1	0	0	0	Fairly familiar	1	1	1	0	0	0	There is a significant crisis of reproducibility	Not enough	40%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Post-doctoral Fellow	Materials Science
2807	2807	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	0	0	0	I don't know	I am unsure	40%	I am unsure	No	No	No	No	No	No	PhD Student	Biology
2818	2818	11/10/2015	11/10/2015	complete	Yes	0	0	1	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	10%	I am unsure	Yes	Yes	No	No	Yes	Yes	Research Scientist	Other
2822	2822	11/10/2015	11/10/2015	complete	Yes	1	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	I can't remember	Yes	I can't remember	Yes	Post-doctoral Fellow	Biology
2826	2826	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...worse than for other scientific fields on average."""	I can't remember	Yes	I can't remember	I can't remember	I can't remember	I can't remember	Post-doctoral Fellow	Biology
2830	2830	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	Not enough	40%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Other
2836	2836	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	20%	"...worse than for other scientific fields on average."""	I can't remember	Yes	No	No	No	No	Post-doctoral Fellow	Other
2839	2839	11/10/2015	11/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...about the same as for other scientific fields on average"""	No	No	No	No	Yes	No	Consultant/Fellow/Attending Physician	Medicine
2846	2846	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Materials Science
2852	2852	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	I am unsure	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Biology
2853	2853	11/10/2015	11/10/2015	complete	Yes	1	0	0	0	Fairly familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	40%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	Yes	Yes	Resident/Registrar	Medicine
2854	2854	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	I am unsure	60%	"...worse than for other scientific fields on average."""	No	No	Yes	No	No	No	Post-doctoral Fellow	Medicine
2862	2862	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Too much	30%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	Yes	Yes	Professor	Chemistry
2881	2881	11/10/2015	11/10/2015	complete	Yes	0	0	0	1	Very familiar	0	0	1	0	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Yes	No	No	No	No	No	Post-doctoral Fellow	Biology
2890	2890	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	Yes	Yes	I can't remember	Associate professor/Lecturer	Medicine
2894	2894	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	0	0	1	I don't know	I am unsure	50%	"...about the same as for other scientific fields on average"""	No	No	Yes	Yes	I can't remember	I can't remember	Medical Professional/Doctor	Medicine
2896	2896	11/10/2015	11/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Earth and Environmental Science
2913	2913	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	No	Yes	No	Yes	No	No	Associate professor/Lecturer	Other
2920	2920	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Too much	70%	"...better than for other scientific fields on average."""	No	Yes	No	No	I can't remember	No	Post-doctoral Fellow	Chemistry
2927	2927	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	1	0	0	There is a slight crisis of reproducibility	Too much	70%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Other
2932	2932	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	40%	I am unsure	Yes	Yes	Yes	No	No	No	PhD Student	Biology
2935	2935	12/10/2015	12/10/2015	complete	Yes	0	0	1	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Materials Science
2940	2940	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Principal Investigator	Physics
2947	2947	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	40%	I am unsure	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
2961	2961	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	I don't know	A reasonable amount	70%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Other (please specify)	Other
2975	2975	12/10/2015	12/10/2015	complete	Yes	1	0	0	0	Fairly familiar	1	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	I am unsure	Yes	No	No	No	No	No	Post-doctoral Fellow	Biology
2981	2981	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	Yes	Principal Investigator	Medicine
2983	2983	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	1	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	40%	I am unsure	Yes	No	No	No	No	No	Research Scientist	Chemistry
2985	2985	12/10/2015	12/10/2015	complete	Yes	1	0	0	0	Fairly familiar	0	0	1	0	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	Research Director/VP of Research	Biology
2991	2991	12/10/2015	12/10/2015	complete	Yes	0	0	1	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Biology
2994	2994	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	1	0	There is a slight crisis of reproducibility	I am unsure	30%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	Yes	PhD Student	Other
3000	3000	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
3003	3003	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	PhD Student	Biology
3004	3004	12/10/2015	12/10/2015	complete	Yes	0	0	1	0	Somewhat familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	PhD Student	Medicine
3006	3006	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	Professor	Earth and Environmental Science
3019	3019	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Research Scientist	Physics
3032	3032	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	1	0	0	0	0	I don't know	A reasonable amount	20%	I am unsure	No	No	No	No	No	No	PhD Student	Engineering
3040	3040	12/10/2015	12/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	Yes	No	Research Scientist	Medicine
3041	3041	12/10/2015	12/10/2015	complete	Yes	1	0	0	0	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Other (please specify)	Other
3050	3050	12/10/2015	12/10/2015	complete	Yes	1	0	0	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	Yes	Yes	Yes	Associate professor/Lecturer	Medicine
3055	3055	12/10/2015	12/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	Yes	Yes	Laboratory Director/Head	Biology
